,X,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type,prem,cluster,XL_lower_lim,XL_upper_lim,XL_lower_lim_%_PML,net_prem,% of risk not removed,layer_prem
12475,12475,house,71733d26,214080,"461,000","92,000","1,000",settled,213080,08/05/2006,06/08/2006,fire,464,,,,,,,
12476,12476,house,952f92a2,194190,"435,000","87,000",500,settled,193690,08/03/2004,06/06/2004,water damage,417,,,,,,,
12477,12477,house,2637875c,221940,"352,000","70,000",500,settled,221440,26/03/2013,24/06/2013,water damage,363,,,,,,,
12478,12478,house,7d596600,207120,"236,000","47,000","1,000",settled,206120,31/05/2019,29/08/2019,other,231,,,,,,,
12479,12479,house,631ee540,210880,"495,000","99,000","2,000",settled,208880,09/06/2019,07/09/2019,water damage,503,,,,,,,
12480,12480,house,4801e4e4,208980,"365,000","73,000",500,settled,208480,19/07/2019,17/10/2019,nat cat,365,,,,,,,
12481,12481,house,cd0f7f54,181160,"316,000","63,000","2,000",settled,179160,05/04/2005,04/07/2005,other,312,,,,,,,
12482,12482,house,4c8a5ee5,208190,"561,000","112,000","5,000",settled,203190,17/11/2023,15/02/2024,fire,573,,,,,,,
12483,12483,house,02c14b1f,229410,"311,000","62,000","5,000",settled,224410,26/11/2007,24/02/2008,fire,329,,,,,,,
12484,12484,house,5a8c91ca,217680,"338,000","68,000",500,settled,217180,03/04/2019,02/07/2019,nat cat,323,,,,,,,
12485,12485,house,0ab8e31a,193960,"550,000","110,000","1,000",settled,192960,05/11/2010,03/02/2011,other,545,,,,,,,
12486,12486,house,a8e75c12,201310,"491,000","98,000","5,000",open,20000,08/10/2008,06/01/2009,theft,475,,,,,,,
12487,12487,house,01ad6446,193840,"374,000","75,000","1,000",settled,192840,24/01/2009,24/04/2009,water damage,362,,,,,,,
12488,12488,house,f81dda71,220400,"369,000","74,000",500,settled,219900,19/03/2010,17/06/2010,nat cat,353,,,,,,,
12489,12489,house,7addf84d,188510,"412,000","82,000","1,000",settled,187510,09/09/2021,08/12/2021,water damage,404,,,,,,,
12490,12490,house,5747f185,204840,"752,000","150,000","1,000",settled,203840,16/10/2021,14/01/2022,fire,758,,,,,,,
12491,12491,house,bb58ba12,226100,"283,000","57,000","2,000",settled,224100,26/01/2006,26/04/2006,nat cat,284,,,,,,,
12492,12492,house,aa2afd68,207710,"494,000","99,000","2,000",settled,205710,04/09/2007,03/12/2007,water damage,497,,,,,,,
12493,12493,house,439911b3,194380,"324,000","65,000","5,000",under investigation,0,07/06/2018,NA,fire,311,,,,,,,
12494,12494,house,94b4b28b,209130,"298,000","60,000","1,000",settled,208130,05/12/2018,05/03/2019,fire,284,,,,,,,
12495,12495,house,3fa9c812,195560,"718,000","144,000",500,settled,195060,15/06/2011,13/09/2011,nat cat,726,,,,,,,
12496,12496,house,0494f285,189430,"305,000","61,000",500,under investigation,0,04/02/2005,NA,water damage,314,,,,,,,
12497,12497,house,eaeb43ef,203390,"479,000","96,000","2,000",settled,201390,27/07/2017,25/10/2017,nat cat,463,,,,,,,
12498,12498,house,c16a01b9,188110,6e+05,"120,000","5,000",settled,183110,02/12/2017,02/03/2018,fire,589,,,,,,,
12499,12499,house,2edc590e,209910,"419,000","84,000","1,000",settled,208910,05/11/2021,03/02/2022,other,425,,,,,,,
12500,12500,house,4c197785,188290,"458,000","92,000","2,000",settled,186290,22/05/2009,20/08/2009,water damage,445,,,,,,,
12501,12501,house,17047b45,199830,"577,000","115,000","2,000",settled,197830,17/07/2017,15/10/2017,water damage,577,,,,,,,
12502,12502,house,af75e4ef,192840,"255,000","51,000","1,000",denied,0,11/02/2011,NA,fire,238,,,,,,,
12503,12503,house,46144e21,192900,"479,000","96,000","2,000",settled,190900,31/12/2010,31/03/2011,other,463,,,,,,,
12504,12504,house,27410d77,232910,"674,000","135,000",500,settled,232410,10/09/2019,09/12/2019,fire,666,,,,,,,
12505,12505,house,0e5214ff,188850,"365,000","73,000","2,000",under investigation,0,05/11/2018,NA,fire,372,,,,,,,
12506,12506,house,c8add694,173630,"412,000","82,000",500,settled,173130,18/08/2007,16/11/2007,water damage,410,,,,,,,
12507,12507,house,42ae3bd5,221920,"519,000","104,000","5,000",settled,216920,30/07/2007,28/10/2007,water damage,524,,,,,,,
12508,12508,house,bb5df924,211480,"391,000","78,000","1,000",settled,210480,24/04/2011,23/07/2011,water damage,388,,,,,,,
12509,12509,house,fd7e0074,190110,"529,000","106,000","2,000",under investigation,0,12/11/2014,NA,water damage,538,,,,,,,
12510,12510,house,f6f4bcfa,205200,"675,000","135,000","5,000",settled,200200,12/03/2011,10/06/2011,fire,683,,,,,,,
12511,12511,house,5abfc820,190680,"588,000","118,000","5,000",settled,185680,14/12/2011,13/03/2012,fire,593,,,,,,,
12512,12512,house,ae4c3875,220770,"355,000","71,000","1,000",under investigation,0,30/06/2007,NA,fire,353,,,,,,,
12513,12513,house,889a3e00,210770,"417,000","83,000",500,settled,210270,06/02/2020,06/05/2020,fire,436,,,,,,,
12514,12514,house,cca5256d,209710,"469,000","94,000","2,000",settled,207710,21/03/2014,19/06/2014,nat cat,456,,,,,,,
12515,12515,house,abecb57e,211720,"315,000","63,000","2,000",settled,209720,31/10/2019,29/01/2020,fire,318,,,,,,,
12516,12516,house,ca9fd9e8,224990,"399,000","80,000","5,000",settled,219990,28/04/2019,27/07/2019,fire,394,,,,,,,
12517,12517,house,bfd61070,180630,"396,000","79,000","2,000",settled,178630,27/12/2022,27/03/2023,fire,403,,,,,,,
12518,12518,house,1377d456,198000,"397,000","79,000","1,000",settled,197000,19/12/2010,19/03/2011,water damage,394,,,,,,,
12519,12519,house,5e2498f6,204820,"375,000","75,000","5,000",settled,199820,30/11/2007,28/02/2008,water damage,389,,,,,,,
12520,12520,house,eb9c2d6e,200020,"397,000","79,000","1,000",settled,199020,14/06/2011,12/09/2011,nat cat,402,,,,,,,
12521,12521,house,131bb4ed,200770,"282,000","56,000","1,000",settled,199770,10/06/2017,08/09/2017,fire,277,,,,,,,
12522,12522,house,bc6023a1,188100,"597,000","119,000","1,000",settled,187100,21/03/2008,19/06/2008,fire,615,,,,,,,
12523,12523,house,6ab83e77,190260,"233,000","47,000","5,000",settled,185260,14/05/2019,12/08/2019,water damage,251,,,,,,,
12524,12524,house,108f9e84,197160,"541,000","108,000",500,settled,196660,08/04/2020,07/07/2020,nat cat,531,,,,,,,
12525,12525,house,2bc9034a,212600,"652,000","130,000","2,000",settled,210600,11/02/2018,12/05/2018,fire,655,,,,,,,
12526,12526,house,5bcaf1f5,206260,"555,000","111,000",500,settled,205760,09/12/2019,08/03/2020,water damage,572,,,,,,,
12527,12527,house,3547d0ed,231490,"393,000","79,000","2,000",settled,229490,13/08/2017,11/11/2017,nat cat,407,,,,,,,
12528,12528,house,081d892f,217310,"537,000","107,000","2,000",settled,215310,06/09/2018,05/12/2018,fire,549,,,,,,,
12529,12529,house,b0920341,207590,"514,000","103,000","5,000",under investigation,0,23/09/2023,NA,other,506,,,,,,,
12530,12530,house,c428c5e8,219390,"319,000","64,000","1,000",settled,218390,24/08/2004,22/11/2004,other,338,,,,,,,
12531,12531,house,9051ff36,196610,"645,000","129,000","5,000",denied,0,30/05/2004,NA,nat cat,639,,,,,,,
12532,12532,house,b6ea2b88,218650,"458,000","92,000","1,000",denied,0,13/05/2013,NA,water damage,453,,,,,,,
12533,12533,house,e2824261,219980,"382,000","76,000","2,000",settled,217980,23/08/2010,21/11/2010,fire,402,,,,,,,
12534,12534,house,e8276929,171350,"761,000","152,000","5,000",under investigation,0,03/08/2012,NA,nat cat,780,,,,,,,
12535,12535,house,d1ad19de,208980,"377,000","75,000","5,000",settled,203980,13/04/2020,12/07/2020,fire,381,,,,,,,
12536,12536,house,25406197,216060,"528,000","106,000","2,000",under investigation,0,28/04/2023,NA,water damage,523,,,,,,,
12537,12537,house,10d0fc34,186160,"372,000","74,000","1,000",settled,185160,15/11/2021,13/02/2022,nat cat,373,,,,,,,
12538,12538,house,68f9d2f8,204420,"751,000","150,000","2,000",settled,202420,25/05/2008,23/08/2008,fire,734,,,,,,,
12539,12539,house,f469148a,187060,"466,000","93,000","5,000",settled,182060,07/09/2005,06/12/2005,water damage,473,,,,,,,
12540,12540,house,524ef89e,182290,"694,000","139,000","5,000",settled,177290,17/06/2020,15/09/2020,water damage,708,,,,,,,
12541,12541,house,38aeb55f,186640,"479,000","96,000","2,000",settled,184640,04/08/2012,02/11/2012,fire,477,,,,,,,
12542,12542,house,bc59a24a,195330,"762,000","152,000","1,000",denied,0,18/12/2014,NA,fire,744,,,,,,,
12543,12543,house,22af8c48,194820,"242,000","48,000","1,000",settled,193820,20/05/2020,18/08/2020,water damage,240,,,,,,,
12544,12544,house,beddf17b,176960,"210,000","42,000",500,settled,176460,10/11/2019,08/02/2020,nat cat,209,,,,,,,
12545,12545,house,e951c85c,216430,"516,000","103,000","2,000",open,20000,31/07/2004,29/10/2004,theft,509,,,,,,,
12546,12546,house,997eb44e,217350,"289,000","58,000",500,under investigation,0,13/08/2011,NA,water damage,271,,,,,,,
12547,12547,house,4daff4b9,210500,"453,000","91,000",500,open,20000,26/12/2020,26/03/2021,theft,441,,,,,,,
12548,12548,house,15312a36,195710,"359,000","72,000","1,000",settled,194710,27/05/2020,25/08/2020,water damage,371,,,,,,,
12549,12549,house,248c16cf,207100,"559,000","112,000","5,000",open,20000,29/05/2015,27/08/2015,theft,557,,,,,,,
12550,12550,house,9f23b225,182300,4e+05,"80,000","1,000",settled,181300,17/06/2019,15/09/2019,fire,392,,,,,,,
12551,12551,house,2a186fd3,194140,"284,000","57,000",500,settled,193640,03/07/2023,01/10/2023,nat cat,277,,,,,,,
12552,12552,house,b0a7d2f7,183940,"172,000","34,000","2,000",denied,0,26/02/2018,NA,nat cat,158,,,,,,,
12553,12553,house,7b4a477a,204800,"434,000","87,000","1,000",settled,203800,27/01/2017,27/04/2017,fire,446,,,,,,,
12554,12554,house,9d054365,203530,"464,000","93,000","1,000",under investigation,0,05/06/2017,NA,water damage,447,,,,,,,
12555,12555,house,fdc96711,181540,"319,000","64,000","2,000",settled,179540,04/12/2020,04/03/2021,fire,324,,,,,,,
12556,12556,house,93654fb8,174810,"570,000","114,000","2,000",open,20000,04/11/2013,02/02/2014,theft,584,,,,,,,
12557,12557,house,263d27eb,218920,"557,000","111,000","2,000",under investigation,0,05/11/2018,NA,water damage,556,,,,,,,
12558,12558,house,2bbcd8a6,218230,"454,000","91,000",500,open,20000,21/10/2015,19/01/2016,theft,438,,,,,,,
12559,12559,house,228883ca,234480,"438,000","88,000","1,000",settled,233480,17/03/2015,15/06/2015,fire,430,,,,,,,
12560,12560,house,504ed14b,187310,"204,000","41,000",500,under investigation,0,28/10/2021,NA,water damage,185,,,,,,,
12561,12561,house,335ed2d6,177050,"423,000","85,000",500,settled,176550,09/10/2006,07/01/2007,fire,440,,,,,,,
12562,12562,house,792ebe0e,194540,"413,000","83,000","5,000",settled,189540,19/02/2020,19/05/2020,other,404,,,,,,,
12563,12563,house,4d1249c0,199690,"640,000","128,000",500,settled,199190,16/12/2019,15/03/2020,fire,628,,,,,,,
12564,12564,house,878fe193,203620,"501,000",1e+05,"2,000",settled,201620,21/01/2023,21/04/2023,fire,506,,,,,,,
12565,12565,house,21e04cb2,214140,"168,000","34,000","5,000",settled,209140,05/07/2018,03/10/2018,water damage,159,,,,,,,
12566,12566,house,3bcee53c,191320,"336,000","67,000","5,000",open,20000,24/08/2007,22/11/2007,theft,334,,,,,,,
12567,12567,house,b5085828,189650,"538,000","108,000","5,000",settled,184650,08/02/2019,09/05/2019,water damage,535,,,,,,,
12568,12568,house,52a73910,186850,"461,000","92,000","2,000",settled,184850,21/03/2014,19/06/2014,water damage,478,,,,,,,
12569,12569,house,7c8a2533,204460,"416,000","83,000","2,000",under investigation,0,20/12/2021,NA,fire,397,,,,,,,
12570,12570,house,409733ed,189880,"340,000","68,000","5,000",settled,184880,13/11/2022,11/02/2023,fire,351,,,,,,,
12571,12571,house,f7f62c2c,207750,"443,000","89,000","2,000",settled,205750,18/06/2009,16/09/2009,fire,456,,,,,,,
12572,12572,house,9d6144f6,208160,"243,000","49,000","5,000",under investigation,0,09/06/2013,NA,water damage,255,,,,,,,
12573,12573,house,0cf5d6f3,197880,"716,000","143,000",500,under investigation,0,09/04/2013,NA,fire,699,,,,,,,
12574,12574,house,bf3cef46,206550,"782,000","156,000",500,open,20000,10/03/2021,08/06/2021,theft,765,,,,,,,
12575,12575,house,0df238d6,199040,"288,000","58,000","1,000",settled,198040,02/02/2018,03/05/2018,fire,299,,,,,,,
12576,12576,house,6fbadc0a,190440,"430,000","86,000","5,000",settled,185440,13/12/2016,13/03/2017,other,429,,,,,,,
12577,12577,house,aaee0145,223350,"195,000","39,000",500,settled,222850,27/10/2006,25/01/2007,fire,192,,,,,,,
12578,12578,house,4116e687,182490,7e+05,"140,000","2,000",settled,180490,15/12/2017,15/03/2018,fire,702,,,,,,,
12579,12579,house,3c5f11cc,187540,"381,000","76,000","5,000",settled,182540,01/03/2022,30/05/2022,nat cat,366,,,,,,,
12580,12580,house,3985b2ba,206360,"341,000","68,000","1,000",denied,0,17/05/2015,NA,fire,360,,,,,,,
12581,12581,house,d17f7a50,193200,"166,000","33,000","2,000",settled,191200,29/11/2021,27/02/2022,nat cat,146,,,,,,,
12582,12582,house,d9d39f18,179780,"270,000","54,000",500,settled,179280,07/07/2015,05/10/2015,fire,256,,,,,,,
12583,12583,house,7f557d57,229300,"493,000","99,000","1,000",settled,228300,17/01/2018,17/04/2018,nat cat,508,,,,,,,
12584,12584,house,0c5b3a7b,207370,"94,000","19,000","5,000",settled,202370,14/10/2014,12/01/2015,fire,90,,,,,,,
12585,12585,house,ae123da0,193700,"366,000","73,000","1,000",settled,192700,01/09/2008,30/11/2008,other,355,,,,,,,
12586,12586,house,a60f5486,201510,"605,000","121,000","5,000",settled,196510,31/08/2004,29/11/2004,nat cat,591,,,,,,,
12587,12587,house,c2857761,211170,"653,000","131,000","2,000",settled,209170,02/06/2014,31/08/2014,nat cat,661,,,,,,,
12588,12588,house,bd103c62,205230,"686,000","137,000","2,000",settled,203230,16/08/2004,14/11/2004,nat cat,706,,,,,,,
12589,12589,house,e5426851,202340,"360,000","72,000","2,000",under investigation,0,01/07/2007,NA,nat cat,376,,,,,,,
12590,12590,house,65f31dc8,185030,"264,000","53,000",500,settled,184530,13/10/2018,11/01/2019,fire,245,,,,,,,
12591,12591,house,8da5176d,203670,"437,000","87,000","1,000",denied,0,09/06/2019,NA,fire,425,,,,,,,
12592,12592,house,3d57bb15,212860,"612,000","122,000","5,000",under investigation,0,01/06/2018,NA,other,606,,,,,,,
12593,12593,house,4c32408f,193050,"459,000","92,000","2,000",denied,0,16/03/2019,NA,water damage,447,,,,,,,
12594,12594,house,c5e0013f,196430,"424,000","85,000","1,000",settled,195430,12/02/2011,13/05/2011,water damage,423,,,,,,,
12595,12595,house,05d8049e,234010,"237,000","47,000","1,000",settled,233010,21/07/2018,19/10/2018,nat cat,227,,,,,,,
12596,12596,house,29467e01,208110,"558,000","112,000","2,000",under investigation,0,17/02/2011,NA,nat cat,545,,,,,,,
12597,12597,house,e49b9e47,201900,"312,000","62,000","5,000",open,20000,25/07/2011,23/10/2011,theft,313,,,,,,,
12598,12598,house,be30ea2b,208350,"442,000","88,000","5,000",settled,203350,13/03/2005,11/06/2005,other,454,,,,,,,
12599,12599,house,1454e315,169320,"573,000","115,000","2,000",under investigation,0,04/09/2019,NA,fire,561,,,,,,,
12600,12600,house,dbf7de3f,226970,"688,000","138,000","1,000",settled,225970,15/02/2010,16/05/2010,water damage,690,,,,,,,
12601,12601,house,d5bde982,227860,"536,000","107,000","2,000",settled,225860,08/06/2006,06/09/2006,nat cat,532,,,,,,,
12602,12602,house,9fbcc358,211790,"457,000","91,000","1,000",settled,210790,22/06/2013,20/09/2013,fire,445,,,,,,,
12603,12603,house,af7d7ed8,219740,"262,000","52,000","2,000",settled,217740,27/03/2022,25/06/2022,fire,248,,,,,,,
12604,12604,house,24391238,215990,"355,000","71,000","5,000",settled,210990,03/10/2014,01/01/2015,other,347,,,,,,,
12605,12605,house,6e33d9bf,210850,"358,000","72,000","1,000",under investigation,0,18/05/2011,NA,fire,358,,,,,,,
12606,12606,house,30318add,182720,"520,000","104,000","2,000",settled,180720,14/07/2022,12/10/2022,nat cat,517,,,,,,,
12607,12607,house,8a69af4b,201160,"398,000","80,000","2,000",settled,199160,04/06/2021,02/09/2021,nat cat,382,,,,,,,
12608,12608,house,cba916f2,189600,"433,000","87,000","1,000",under investigation,0,05/06/2012,NA,water damage,441,,,,,,,
12609,12609,house,1420da0a,214370,"437,000","87,000",500,settled,213870,17/11/2006,15/02/2007,fire,434,,,,,,,
12610,12610,house,dc9a7975,171720,"642,000","128,000",500,settled,171220,14/03/2023,12/06/2023,other,629,,,,,,,
12611,12611,house,b9b34889,199390,"342,000","68,000","1,000",settled,198390,07/02/2010,08/05/2010,nat cat,328,,,,,,,
12612,12612,house,7d49b321,194350,"244,000","49,000","2,000",settled,192350,08/03/2005,06/06/2005,fire,252,,,,,,,
12613,12613,house,e57e1545,221740,"316,000","63,000","2,000",under investigation,0,23/10/2009,NA,nat cat,334,,,,,,,
12614,12614,house,a8979249,193440,"263,000","53,000","5,000",settled,188440,28/10/2022,26/01/2023,other,261,,,,,,,
12615,12615,house,4519a361,225200,"395,000","79,000",500,settled,224700,08/12/2004,08/03/2005,fire,410,,,,,,,
12616,12616,house,98b60036,212410,"256,000","51,000","1,000",under investigation,0,22/05/2019,NA,water damage,241,,,,,,,
12617,12617,house,746e81f3,180410,"504,000","101,000",500,under investigation,0,08/08/2007,NA,nat cat,516,,,,,,,
12618,12618,house,2f52ffc1,183240,4e+05,"80,000",500,under investigation,0,14/04/2016,NA,fire,393,,,,,,,
12619,12619,house,5ee9edfc,204030,"637,000","127,000","5,000",open,20000,12/11/2010,10/02/2011,theft,619,,,,,,,
12620,12620,house,2911ed62,231090,"532,000","106,000",500,under investigation,0,05/11/2011,NA,water damage,519,,,,,,,
12621,12621,house,99e350df,209130,"289,000","58,000","2,000",settled,207130,23/09/2011,22/12/2011,water damage,275,,,,,,,
12622,12622,house,a2b5b802,196760,"337,000","67,000","5,000",settled,191760,20/01/2020,19/04/2020,fire,344,,,,,,,
12623,12623,house,f943a6c4,192290,"531,000","106,000","1,000",settled,191290,30/10/2007,28/01/2008,other,549,,,,,,,
12624,12624,house,d0e854ad,193800,"642,000","128,000","2,000",settled,191800,28/08/2006,26/11/2006,fire,647,,,,,,,
12625,12625,house,9980bc23,209680,"333,000","67,000","5,000",settled,204680,20/08/2006,18/11/2006,nat cat,323,,,,,,,
12626,12626,house,46780138,208420,"695,000","139,000","2,000",settled,206420,19/10/2011,17/01/2012,nat cat,715,,,,,,,
12627,12627,house,b02446ed,217510,"422,000","84,000","2,000",settled,215510,27/12/2005,27/03/2006,fire,413,,,,,,,
12628,12628,house,49edb224,205660,"410,000","82,000","5,000",settled,200660,13/11/2015,11/02/2016,fire,402,,,,,,,
12629,12629,house,5e602093,190130,"278,000","56,000","2,000",under investigation,0,04/11/2007,NA,fire,265,,,,,,,
12630,12630,house,da5f8868,177080,"565,000","113,000","5,000",settled,172080,28/07/2012,26/10/2012,water damage,556,,,,,,,
12631,12631,house,23e4b119,194100,"457,000","91,000","5,000",settled,189100,10/03/2016,08/06/2016,nat cat,459,,,,,,,
12632,12632,house,045d08a9,212680,"154,000","31,000","2,000",settled,210680,04/08/2012,02/11/2012,nat cat,143,,,,,,,
12633,12633,house,fed05caf,184180,"276,000","55,000","5,000",under investigation,0,05/09/2021,NA,nat cat,267,,,,,,,
12634,12634,house,90b8c91e,173320,"438,000","88,000","2,000",settled,171320,12/05/2004,10/08/2004,water damage,429,,,,,,,
12635,12635,house,201e6b16,182120,"109,000","22,000",500,settled,181620,18/08/2007,16/11/2007,water damage,91,,,,,,,
12636,12636,house,1ae10f73,200910,"679,000","136,000","2,000",settled,198910,19/12/2016,19/03/2017,other,663,,,,,,,
12637,12637,house,6b8d450f,185310,"661,000","132,000","5,000",settled,180310,09/10/2017,07/01/2018,other,656,,,,,,,
12638,12638,house,d769ad29,196290,"529,000","106,000","1,000",settled,195290,28/02/2008,28/05/2008,fire,544,,,,,,,
